,region,official_id,drainage_area_km2,centroid_lon_deg_e,centroid_lat_deg_n,logk_ice_x100,porosity_x100,land_use_forest_frac_2010,land_use_shrubs_frac_2010,land_use_grass_frac_2010,land_use_wetland_frac_2010,land_use_crops_frac_2010,land_use_urban_frac_2010,land_use_water_frac_2010,land_use_snow_ice_frac_2010,lulc_check_2010,land_use_forest_frac_2015,land_use_shrubs_frac_2015,land_use_grass_frac_2015,land_use_wetland_frac_2015,land_use_crops_frac_2015,land_use_urban_frac_2015,land_use_water_frac_2015,land_use_snow_ice_frac_2015,lulc_check_2015,land_use_forest_frac_2020,land_use_shrubs_frac_2020,land_use_grass_frac_2020,land_use_wetland_frac_2020,land_use_crops_frac_2020,land_use_urban_frac_2020,land_use_water_frac_2020,land_use_snow_ice_frac_2020,lulc_check_2020,slope_deg,aspect_deg,median_el,mean_el,max_el,min_el,elevation_m,prcp,tmin,tmax,vp,swe,srad,low_prcp_duration,low_prcp_freq,high_prcp_duration,high_prcp_freq,q_mean_mm,q_sd_mm,record_len_years,camels_q_mean_mm,n_years,log_drainage_area_km2,n_complete_years,tmean,replaced_zero_flow_uar_mean,replaced_zero_flow_uar_median,replaced_zero_flow_uar_mad,replaced_zero_flow_uar_std,replaced_zero_flow_uar_skew,replaced_zero_flow_uar_kurt,log_uar_mean,log_uar_median,log_uar_mad,log_uar_std,log_uar_skew,log_uar_kurt
290,FRA,08JE001,14239.3,-125.27342191119,55.0248780994661,-1125.35,1.78472,0.82,0.06,0.04,0.0,0.0,0.0,0.08,0.0,1.11022302462516e-16,0.8,0.06,0.05,0.0,0.0,0.0,0.08,0.0,0.0099999999999998,0.67,0.13,0.1,0.0,0.0,0.0,0.08,0.0,0.02,7.8431602,13.8038023570504,899.55835,969.12701,2262.0774,676.71698,969.12701,690.4,-3.5,7.1,523.9,162.7,243.4,3.5,0.6,1.0,0.0,0.804461069753778,0.606586509525094,65,,65,9.56383125215978,73.0,1.7999999999999998,1.9721695184707642,1.8923664093017578,0.5974200963973999,0.7036948800086975,0.2617473304271698,-0.9337853193283081,1.9721695184707642,1.8923664093017578,0.5974200963973999,0.7036948800086975,0.2617473304271698,-0.9337853193283081
291,FRA,08JE004,438.1,-124.057688087028,54.6849099160371,-1052.0,0.0,0.83,0.08,0.06,0.0,0.01,0.0,0.01,0.0,0.01,0.77,0.1,0.1,0.01,0.01,0.0,0.01,0.0,0.0,0.56,0.18,0.24,0.0,0.0,0.0,0.01,0.0,0.01,4.1276131,213.481572671899,835.31451,841.29712,1234.6035,727.22125,841.29712,623.7,-2.8,8.1,547.1,132.7,245.2,3.4,0.6,1.0,0.0,0.510110270547699,1.02457531479278,43,,42,6.08472717756767,45.0,2.65,0.9072361588478088,0.5781829357147217,0.8560531139373779,1.124735713005066,1.2012004852294922,0.9666486978530884,0.9072361588478088,0.5781829357147217,0.8560531139373779,1.124735713005066,1.2012004852294922,0.9666486978530884
292,FRA,08JE005,850.5,-124.88682689299,55.0067951102907,-1092.25,1.63321,0.84,0.06,0.01,0.0,0.0,0.0,0.08,0.0,0.01,0.82,0.07,0.02,0.0,0.0,0.0,0.08,0.0,0.01,0.67,0.16,0.08,0.0,0.0,0.0,0.08,0.0,0.01,7.0216079,251.227753610688,943.69446,972.1239,1593.8693,696.53021,972.1239,653.9,-3.7,6.9,516.2,165.1,246.1,3.4,0.6,1.0,0.0,0.612715254368631,0.849393231449468,7,,10,6.74699950010274,6.0,1.6,1.2642751932144165,1.0145888328552246,0.8613185882568359,1.0924793481826782,0.4904486835002899,-0.0916285365819931,1.2642751932144165,1.0145888328552246,0.8613185882568359,1.0924793481826782,0.4904486835002899,-0.0916285365819931
293,FRA,08KA001,408.0,-120.386866724222,53.2085386093194,-1334.15,21.7533,0.43,0.09,0.2,0.01,0.01,0.02,0.02,0.21,0.01,0.42,0.1,0.3,0.01,0.01,0.03,0.03,0.1,-2.2204460492503086e-16,0.41,0.08,0.38,0.01,0.01,0.02,0.02,0.07,0.0,27.398693,5.89053861982081,1914.5815,1877.2983,2956.2827,760.47791,1877.2983,1214.3,-7.0,4.6,436.5,543.0,283.0,2.8,0.5,1.0,0.0,3.03624340084517,3.64985731324711,51,,63,6.0137151560428,56.0,-1.2000000000000002,2.825796604156494,2.657538890838623,1.1338242292404175,1.2702773809432983,0.22030533850193024,-1.3390684127807617,2.825796604156494,2.657538890838623,1.1338242292404175,1.2702773809432983,0.22030533850193024,-1.3390684127807617
294,FRA,08KA004,17970.3,-120.432885141438,53.380793659931,-1274.16,11.36585,0.7,0.07,0.13,0.01,0.01,0.01,0.02,0.06,-0.01,0.69,0.07,0.16,0.01,0.01,0.01,0.01,0.03,0.0099999999999998,0.63,0.12,0.19,0.01,0.01,0.01,0.01,0.03,-0.01,19.585823,321.518000487861,1460.8306,1467.424,3956.019,600.91571,1467.424,1000.1,-5.1,6.7,492.7,321.1,267.3,3.1,0.6,1.0,0.0,2.22121553072975,2.17144516094426,63,,62,9.79653131995454,69.0,0.8000000000000003,2.803224563598633,2.795666456222534,0.838170051574707,0.9649437665939331,0.16718845069408417,-1.1553857326507568,2.803224563598633,2.795666456222534,0.838170051574707,0.9649437665939331,0.16718845069408417,-1.1553857326507568
295,FRA,08KA005,6881.6,-119.46136377238,53.01999437808,-1259.73,17.7962,0.52,0.08,0.21,0.01,0.02,0.02,0.02,0.13,-0.01,0.51,0.08,0.26,0.01,0.02,0.02,0.02,0.08,0.0,0.46,0.09,0.32,0.01,0.02,0.01,0.02,0.07,-2.2204460492503086e-16,24.202101,292.159235228106,1845.6584,1773.0815,3956.019,701.64075,1773.0815,1079.0,-6.7,5.4,444.2,453.1,282.2,3.1,0.6,1.0,0.0,2.49889164548281,2.6655074129087,66,,65,8.83675176651528,65.0,-0.6499999999999999,2.7928097248077393,2.6430957317352295,0.9765159487724304,1.101729154586792,0.23719912767410278,-1.3078784942626953,2.7928097248077393,2.6430957317352295,0.9765159487724304,1.101729154586792,0.23719912767410278,-1.3078784942626953
296,FRA,08KA007,1699.9,-118.707640045661,52.8775489771262,-1278.48,15.41259,0.5,0.06,0.26,0.01,0.01,0.02,0.03,0.1,0.0099999999999998,0.5,0.06,0.31,0.01,0.01,0.02,0.03,0.05,0.0099999999999997,0.46,0.06,0.38,0.01,0.02,0.01,0.02,0.04,0.0,23.058893,233.962904426494,1956.2849,1912.386,3409.1772,1027.0457,1912.386,889.2,-7.8,4.9,405.0,348.8,290.3,3.4,0.6,1.0,0.0,2.30930491899693,2.79752849184275,62,,61,7.43891280172005,68.0,-1.4499999999999995,2.567948579788208,2.348482847213745,1.0743297338485718,1.209524154663086,0.3395400047302246,-1.2584667205810547,2.567948579788208,2.348482847213745,1.0743297338485718,1.209524154663086,0.3395400047302246,-1.2584667205810547
297,FRA,08KA008,456.5,-118.899935456557,53.0884336539082,-1239.23,14.4435,0.36,0.07,0.34,0.01,0.01,0.03,0.03,0.15,0.0,0.35,0.07,0.41,0.01,0.01,0.03,0.03,0.09,0.0,0.31,0.06,0.48,0.01,0.02,0.02,0.03,0.08,-0.01,24.799856,205.062483650714,2012.853,1970.5743,3409.1772,1036.517,1970.5743,935.3,-8.2,4.6,396.7,385.5,293.2,3.5,0.6,1.1,0.0,2.73335327184018,3.59953784353411,41,,40,6.12577688471558,38.0,-1.7999999999999998,2.5971591472625732,2.3863160610198975,1.2360278367996216,1.3730558156967163,0.23866812884807587,-1.331001877784729,2.5971591472625732,2.3863160610198975,1.2360278367996216,1.3730558156967163,0.23866812884807587,-1.331001877784729
298,FRA,08KA009,253.5,-120.106854238594,53.4369580827459,-1416.25,21.03532,0.53,0.11,0.25,0.01,0.01,0.02,0.02,0.05,0.0,0.52,0.11,0.32,0.01,0.02,0.01,0.01,0.01,-0.01,0.55,0.08,0.33,0.02,0.02,0.0,0.0,0.0,0.0,25.285942,195.434932890716,1836.8733,1792.7448,2482.0,955.82251,1792.7448,1050.1,-7.2,5.4,429.1,367.3,285.9,3.0,0.6,1.0,0.0,2.81389805699357,3.66945022185883,45,,44,5.53930083599058,50.0,-0.8999999999999999,2.808769464492798,2.6298718452453613,0.9852448105812073,1.1544057130813599,0.46062129735946655,-0.9130376577377319,2.808769464492798,2.6298718452453613,0.9852448105812073,1.1544057130813599,0.46062129735946655,-0.9130376577377319
299,FRA,08KA013,1263.4,-120.167929068748,53.6622766907999,-1323.74,18.59442,0.64,0.1,0.2,0.01,0.01,0.01,0.01,0.03,-0.01,0.63,0.1,0.23,0.01,0.01,0.01,0.01,0.0,0.0,0.65,0.07,0.25,0.01,0.01,0.0,0.0,0.0,0.01,20.254852,222.492731269151,1694.0258,1647.5458,2654.7788,692.79346,1647.5458,981.7,-6.6,6.0,447.3,291.9,272.3,3.0,0.6,1.0,0.0,2.62946319162886,3.4308217310456,20,,20,7.14235298034146,25.0,-0.2999999999999998,2.7949647903442383,2.681096076965332,0.9390366673469543,1.1160019636154175,0.4706115424633026,-0.7879524230957031,2.7949647903442383,2.681096076965332,0.9390366673469543,1.1160019636154175,0.4706115424633026,-0.7879524230957031
300,FRA,08KB001,32430.5,-121.162998608533,53.7198178010757,-1215.24,7.75458,0.73,0.08,0.11,0.01,0.01,0.01,0.02,0.04,-0.01,0.71,0.08,0.14,0.01,0.01,0.01,0.02,0.03,-0.01,0.63,0.14,0.16,0.01,0.01,0.01,0.02,0.02,0.0,15.801533,322.735995655273,1170.595,1284.9818,3956.019,570.6629,1284.9818,909.5,-4.3,7.2,517.6,255.9,259.0,3.2,0.6,1.0,0.0,2.16668948194919,1.99851715715376,65,,64,10.3868854517007,73.0,1.4500000000000002,2.808821201324463,2.8342607021331787,0.8095253705978394,0.9345682859420776,0.0916297435760498,-1.1563280820846558,2.808821201324463,2.8342607021331787,0.8095253705978394,0.9345682859420776,0.0916297435760498,-1.1563280820846558
301,FRA,08KB003,4774.7,-120.933650713031,54.1664360815341,-1169.78,9.38691,0.64,0.08,0.18,0.01,0.01,0.01,0.02,0.06,-0.01,0.63,0.08,0.2,0.01,0.01,0.01,0.01,0.05,0.0,0.55,0.17,0.19,0.01,0.01,0.01,0.02,0.04,-2.2204460492503086e-16,20.035522,243.955172420504,1367.5653,1376.0417,3265.0,629.26019,1376.0417,934.7,-4.9,6.6,503.5,246.8,252.6,3.1,0.6,1.0,0.0,3.9171935415918,3.98051201365322,59,,58,8.4712958390292,62.0,0.8499999999999996,3.3141541481018066,3.363206386566162,0.9006831049919128,1.0403025150299072,0.0649314597249031,-1.1297675371170044,3.3141541481018066,3.363206386566162,0.9006831049919128,1.0403025150299072,0.0649314597249031,-1.1297675371170044
302,FRA,08KB006,102.6,-120.942137690438,54.3532352031199,-1189.06,13.29054,0.64,0.08,0.24,0.01,0.01,0.01,0.01,0.02,-0.02,0.64,0.08,0.25,0.01,0.01,0.01,0.0,0.01,-0.01,0.49,0.3,0.18,0.01,0.01,0.0,0.0,0.01,0.0,21.966005,171.49191561468,1355.4906,1384.334,2580.3152,899.03802,1384.334,932.0,-4.8,6.3,504.5,223.7,248.4,3.3,0.6,1.0,0.0,3.95174768071317,5.02587610527677,38,,39,4.64053732982538,41.0,0.75,3.1138763427734375,3.0609261989593506,1.0513603687286377,1.2404471635818481,0.15786772966384888,-0.9592534899711609,3.1138763427734375,3.0609261989593506,1.0513603687286377,1.2404471635818481,0.15786772966384888,-0.9592534899711609
303,FRA,08KC001,4226.0,-123.371477151511,54.4662374741159,-1100.73,0.16584,0.8,0.09,0.06,0.01,0.01,0.0,0.03,0.0,0.0,0.74,0.11,0.1,0.01,0.01,0.0,0.04,0.0,-0.01,0.61,0.17,0.17,0.0,0.01,0.0,0.04,0.0,0.0,4.9526448,39.0386954836719,825.63135,845.52161,1529.0,604.13696,845.52161,680.7,-2.5,8.4,567.2,132.0,244.9,3.3,0.6,1.0,0.0,0.596269559506219,0.956643258104789,61,,60,8.34924780056679,56.0,2.95,1.2174733877182007,0.889310896396637,0.8712266683578491,1.083745002746582,0.8867396116256714,-0.02253563329577446,1.2174733877182007,0.889310896396637,0.8712266683578491,1.083745002746582,0.8867396116256714,-0.02253563329577446
304,FRA,08KC002,178.7,-122.823645396498,54.099038459347,-1390.66,0.0,0.7,0.21,0.06,0.01,0.01,0.01,0.01,0.0,-0.01,0.67,0.23,0.07,0.01,0.01,0.01,0.01,0.0,-0.01,0.59,0.26,0.1,0.01,0.02,0.0,0.01,0.0,0.01,3.6598063,67.9488497647831,737.0,737.79614,993.53711,609.72345,737.79614,652.8,-1.7,9.6,595.7,99.0,243.1,3.5,0.6,1.0,0.0,0.62778714161937,1.70059487375202,10,,8,5.19128879378951,7.0,3.95,-0.1650271862745285,-0.2858421504497528,1.7256951332092285,2.377866744995117,-0.6053685545921326,1.4895765781402588,-0.1650271862745285,-0.2858421504497528,1.7256951332092285,2.377866744995117,-0.6053685545921326,1.4895765781402588
305,FRA,08KC003,292.0,-123.461009506269,54.6506514638116,-1052.0,0.0,0.84,0.07,0.04,0.0,0.0,0.0,0.03,0.0,0.02,0.68,0.11,0.16,0.01,0.01,0.0,0.03,0.0,0.0,0.56,0.17,0.22,0.0,0.0,0.0,0.03,0.0,0.02,4.8143487,39.9107683748244,886.0,886.63336,1097.0184,778.42059,886.63336,696.7,-2.8,7.9,559.3,143.4,244.9,3.3,0.6,1.0,0.0,0.60928538842556,1.04055291058954,22,,23,5.68017260901707,21.0,2.5500000000000003,1.210213303565979,0.9442781805992126,0.7469002604484558,0.9951089024543762,1.2642747163772583,1.081286072731018,1.210213303565979,0.9442781805992126,0.7469002604484558,0.9951089024543762,1.2642747163772583,1.081286072731018
306,FRA,08KD001,804.0,-121.294360988184,53.1378267610241,-1201.14,6.12852,0.87,0.05,0.05,0.0,0.0,0.0,0.02,0.0,0.0099999999999998,0.86,0.05,0.05,0.0,0.0,0.0,0.02,0.0,0.02,0.81,0.09,0.07,0.0,0.0,0.0,0.02,0.0,0.01,16.062975,12.2073033435499,1297.9924,1346.5748,2437.0876,909.07202,1346.5748,1011.1,-4.0,7.3,521.1,258.5,264.2,3.0,0.5,1.0,0.0,1.0311401831261,0.921163087355783,43,,42,6.69084227741856,32.0,1.65,2.7036056518554688,2.627764940261841,0.6876031756401062,0.820296585559845,0.2473333775997162,-0.8197699189186096,2.7036056518554688,2.627764940261841,0.6876031756401062,0.820296585559845,0.2473333775997162,-0.8197699189186096
308,FRA,08KD003,3156.7,-122.037877416716,53.561406978434,-1130.67,0.46748,0.88,0.06,0.03,0.0,0.01,0.0,0.01,0.0,0.01,0.86,0.07,0.04,0.0,0.01,0.0,0.01,0.0,0.01,0.8,0.14,0.04,0.0,0.01,0.0,0.01,0.0,0.0,9.3481865,357.681442948791,1039.1323,1075.1228,2105.7881,580.26178,1075.1228,830.6,-3.0,8.3,556.9,171.2,253.7,3.3,0.6,1.0,0.0,1.29274465648464,1.45153760778711,23,,22,8.05759919346966,22.0,2.6500000000000004,2.226210594177246,2.035062789916992,0.821057915687561,0.9695927500724792,0.46100085973739624,-0.8238475322723389,2.226210594177246,2.035062789916992,0.821057915687561,0.9695927500724792,0.46100085973739624,-0.8238475322723389
309,FRA,08KD004,3585.4,-121.550349547377,53.498135491165,-1188.96,2.95147,0.9,0.05,0.03,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,0.89,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.8,0.13,0.05,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,13.382675,351.660222543353,1128.5658,1175.5734,2437.0876,607.78375,1175.5734,928.6,-3.4,7.9,543.4,208.3,256.0,3.1,0.6,1.0,0.0,1.91277744256008,1.86920924336127,23,,22,8.18490419284123,15.0,2.25,2.693934679031372,2.6248726844787598,0.7590024471282959,0.9050394296646118,0.23258651793003082,-0.8774732351303101,2.693934679031372,2.6248726844787598,0.7590024471282959,0.9050394296646118,0.23258651793003082,-0.8774732351303101
310,FRA,08KD006,2863.2,-122.011530856195,53.5082130708571,-1108.19,0.5154,0.89,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.87,0.07,0.04,0.0,0.0,0.0,0.01,0.0,0.01,0.81,0.13,0.04,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,9.8328552,356.26591304107,1071.588,1115.3474,2105.7881,593.46307,1115.3474,847.8,-3.1,8.1,551.8,179.1,255.0,3.3,0.6,1.0,0.0,1.07764129427928,1.43187649258411,34,,35,7.9600443580446,30.0,2.5,1.9958384037017822,1.7628718614578247,0.8172070384025574,0.9818296432495117,0.6380731463432312,-0.4691939651966095,1.9958384037017822,1.7628718614578247,0.8172070384025574,0.9818296432495117,0.6380731463432312,-0.4691939651966095
311,FRA,08KD007,3364.6,-121.521628331121,53.4647392119158,-1172.83,3.14517,0.9,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.89,0.06,0.03,0.0,0.0,0.0,0.01,0.0,0.01,0.8,0.13,0.05,0.0,0.0,0.0,0.01,0.0,0.0099999999999998,13.916419,350.406819251525,1157.5054,1205.2053,2437.0876,625.77643,1205.2053,943.2,-3.5,7.7,539.4,215.0,257.0,3.1,0.6,1.0,0.0,1.68690333232934,1.73626723735951,40,,40,8.12136153227631,43.0,2.1,2.5914289951324463,2.417923927307129,0.7273159623146057,0.8659002780914307,0.5186143517494202,-0.670100748538971,2.5914289951324463,2.417923927307129,0.7273159623146057,0.8659002780914307,0.5186143517494202,-0.670100748538971
312,FRA,08KE009,1897.1,-121.914890530849,52.9641516089218,-1052.0,0.0,0.8,0.1,0.08,0.01,0.01,0.0,0.0,0.0,0.0,0.79,0.11,0.09,0.01,0.01,0.0,0.0,0.0,-0.01,0.72,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.01,9.1990213,248.529926839812,1077.0801,1141.5314,2010.6029,543.83142,1141.5314,793.9,-3.0,8.5,548.2,166.4,261.5,3.4,0.6,1.0,0.0,1.18398755839146,1.59706027407214,46,,44,7.54860866482095,34.0,2.75,1.9383586645126343,1.7231404781341553,0.9531572461128235,1.1263513565063477,0.4185694754123688,-0.7490799427032471,1.9383586645126343,1.7231404781341553,0.9531572461128235,1.1263513565063477,0.4185694754123688,-0.7490799427032471
313,FRA,08KE014,651.0,-122.365074553546,53.3692827360169,-1103.75,0.0,0.75,0.12,0.08,0.01,0.04,0.01,0.0,0.0,-0.01,0.71,0.14,0.1,0.01,0.04,0.01,0.0,0.0,-0.01,0.66,0.23,0.06,0.0,0.03,0.0,0.0,0.0,0.02,7.4750085,244.170366627707,947.50452,972.67029,1797.8409,567.19019,972.67029,743.9,-2.5,9.0,570.2,136.7,253.0,3.4,0.6,1.0,0.0,1.16807162832449,1.7876170967213,19,,18,6.48004456192665,12.0,3.25,1.7212527990341187,1.5320390462875366,1.1330913305282593,1.343880534172058,0.2327215075492859,-0.6097247004508972,1.7212527990341187,1.5320390462875366,1.1330913305282593,1.343880534172058,0.2327215075492859,-0.6097247004508972
314,FRA,08KE015,171.6,-122.487138999971,53.7661645948971,-1166.51,0.0,0.83,0.06,0.05,0.01,0.05,0.0,0.0,0.0,0.0,0.82,0.07,0.05,0.01,0.05,0.0,0.0,0.0,0.0,0.76,0.12,0.06,0.01,0.05,0.0,0.0,0.0,0.0,7.0608711,271.924099757582,881.07623,866.86621,1391.1465,639.99268,866.86621,714.4,-2.2,9.2,582.8,117.1,246.8,3.4,0.6,1.0,0.0,0.75331928145507,1.30089507162253,19,,17,5.15097677864933,15.0,3.5,0.8492254614830017,1.0402015447616577,1.496659278869629,2.0630228519439697,-1.4672410488128662,3.8828213214874268,0.8492254614830017,1.0402015447616577,1.496659278869629,2.0630228519439697,-1.4672410488128662,3.8828213214874268
315,FRA,08KE016,1567.3,-122.955919660448,52.851839245075,-1065.12,0.0,0.7,0.11,0.15,0.01,0.02,0.0,0.01,0.0,0.0,0.69,0.11,0.15,0.01,0.02,0.0,0.01,0.0,0.01,0.64,0.11,0.22,0.0,0.01,0.0,0.01,0.0,0.01,6.0006194,48.9929574855518,1095.3588,1091.2534,1531.0524,473.96893,1091.2534,633.5,-3.5,8.8,515.0,136.2,265.8,3.9,0.7,1.0,0.0,0.285234970165049,0.504687191931292,51,,50,7.35774750914038,58.0,2.6500000000000004,0.37810295820236206,0.06561211496591568,0.9788728356361389,1.2088462114334106,0.6759058237075806,-0.09031493961811066,0.37810295820236206,0.06561211496591568,0.9788728356361389,1.2088462114334106,0.6759058237075806,-0.09031493961811066
316,FRA,08KE024,129.4,-121.624997807796,52.9583813368043,-1052.0,0.0,0.89,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.88,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,13.322587,234.876675901557,1452.668,1462.8811,2010.6029,1061.0874,1462.8811,976.0,-4.4,6.7,506.1,264.1,275.0,3.1,0.6,1.0,0.0,1.86316069748021,2.78282998827469,46,,45,4.87060664949255,48.0,1.15,2.340169906616211,2.082662343978882,0.984076201915741,1.177663803100586,0.5556736588478088,-0.5718196630477905,2.340169906616211,2.082662343978882,0.984076201915741,1.177663803100586,0.5556736588478088,-0.5718196630477905
317,FRA,08KE029,162.2,-123.155728519325,52.8398693376942,-1052.0,0.0,0.71,0.09,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.7,0.1,0.18,0.01,0.01,0.0,0.0,0.0,0.0,0.65,0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.01,5.7403584,90.6196444983124,1187.785,1195.542,1531.0524,936.91571,1195.542,650.3,-4.3,8.2,490.8,155.7,271.5,3.9,0.7,1.0,0.0,0.339078101809633,0.757534254417519,8,,7,5.09497644253001,5.0,1.95,0.10658852010965347,-0.25853288173675537,1.1989504098892212,1.4601032733917236,0.4809616208076477,0.08449301868677139,0.10658852010965347,-0.25853288173675537,1.1989504098892212,1.4601032733917236,0.4809616208076477,0.08449301868677139
318,FRA,08KF001,3152.0,-123.546701933929,52.5814198014473,-1052.0,0.0,0.69,0.12,0.17,0.01,0.01,0.0,0.01,0.0,-0.01,0.68,0.12,0.18,0.01,0.01,0.0,0.01,0.0,-0.01,0.59,0.09,0.3,0.0,0.0,0.0,0.01,0.0,0.01,5.4448209,357.119382633585,1192.6399,1203.313,1703.4923,836.88464,1203.313,568.1,-4.8,8.5,453.5,137.2,276.5,4.2,0.7,1.0,0.1,0.13352449056026,0.237093642840915,31,,31,8.05610965954506,28.0,1.85,-0.3305409550666809,-0.5933576822280884,0.8546653985977173,1.0894652605056763,0.7902984619140625,0.349478542804718,-0.3305409550666809,-0.5933576822280884,0.8546653985977173,1.0894652605056763,0.7902984619140625,0.349478542804718
319,FRA,08KG001,12390.6,-123.960779176217,52.9529867217493,-1059.26,0.06803,0.7,0.12,0.16,0.01,0.01,0.0,0.01,0.0,-0.01,0.67,0.13,0.17,0.01,0.01,0.0,0.01,0.0,0.0,0.61,0.09,0.28,0.0,0.0,0.0,0.01,0.0,0.01,5.4712625,9.85080148775567,1147.6301,1160.8418,2407.5837,512.33319,1160.8418,620.0,-4.7,8.4,466.7,161.3,274.4,3.9,0.7,1.0,0.0,0.279850032931252,0.32258127742447,65,,64,9.42477410268612,47.0,1.85,0.7700625061988831,0.5196523666381836,0.715570867061615,0.8590060472488403,0.7669619917869568,-0.2749059498310089,0.7700625061988831,0.5196523666381836,0.715570867061615,0.8590060472488403,0.7669619917869568,-0.2749059498310089
320,FRA,08KG003,1018.4,-124.128176411803,52.8513932881415,-1052.0,0.0,0.75,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.01,0.72,0.17,0.1,0.0,0.0,0.0,0.0,0.0,0.01,0.68,0.07,0.25,0.0,0.0,0.0,0.0,0.0,0.0,6.3877549,48.8513760857108,1338.1061,1343.7727,1794.292,958.72882,1343.7727,595.7,-6.2,7.6,416.4,167.7,282.7,4.2,0.7,1.0,0.1,0.200337754035013,0.233861273446733,22,,21,6.92696949790594,21.0,0.6999999999999997,0.4740263819694519,0.2932111918926239,0.6376809477806091,0.8038021326065063,0.809155285358429,0.2648699879646301,0.4740263819694519,0.2932111918926239,0.6376809477806091,0.8038021326065063,0.809155285358429,0.2648699879646301
321,FRA,08KH001,5963.8,-120.894938138969,52.4866383749264,-1217.06,3.40885,0.69,0.09,0.09,0.01,0.01,0.01,0.08,0.03,-0.0099999999999997,0.68,0.09,0.11,0.01,0.01,0.01,0.08,0.02,-0.01,0.63,0.13,0.12,0.01,0.01,0.01,0.07,0.02,0.0,14.930672,334.375641821458,1197.7808,1295.3456,2921.5984,723.66058,1295.3456,926.6,-3.8,7.7,522.5,256.7,269.2,3.1,0.6,1.0,0.0,1.92412461898549,1.64953241758986,68,,68,8.69363080505122,74.0,1.95,2.7636587619781494,2.6999025344848633,0.707407534122467,0.8339001536369324,0.20542798936367035,-1.005824327468872,2.7636587619781494,2.6999025344848633,0.707407534122467,0.8339001536369324,0.20542798936367035,-1.005824327468872
322,FRA,08KH003,3259.0,-121.059255518794,52.955530109518,-1284.05,7.78912,0.75,0.06,0.08,0.0,0.0,0.01,0.03,0.06,0.01,0.74,0.07,0.11,0.0,0.01,0.01,0.03,0.03,0.0,0.69,0.1,0.13,0.01,0.01,0.01,0.03,0.03,-0.01,19.421114,311.199716222025,1443.2294,1464.1027,2907.5398,656.52588,1464.1027,1045.7,-4.5,6.7,504.1,309.9,269.7,3.0,0.6,1.0,0.0,2.54442239638242,2.49405861942754,46,,45,8.08948247436075,40.0,1.1,2.9209253787994385,2.8941140174865723,0.8374603390693665,0.9721094965934753,0.14747628569602966,-1.03855562210083,2.9209253787994385,2.8941140174865723,0.8374603390693665,0.9721094965934753,0.14747628569602966,-1.03855562210083
323,FRA,08KH006,11564.0,-121.14159706968,52.6263431320117,-1202.52,3.95318,0.71,0.09,0.09,0.01,0.01,0.01,0.05,0.03,0.0,0.7,0.09,0.11,0.01,0.02,0.01,0.05,0.02,-0.01,0.65,0.14,0.11,0.01,0.01,0.01,0.05,0.02,0.0,14.451794,339.771306122643,1147.0428,1268.5657,2921.5984,535.52679,1268.5657,894.1,-3.6,7.9,526.2,237.7,266.8,3.2,0.6,1.0,0.0,1.80223988322251,1.52264303703581,67,,67,9.35573857466554,72.0,2.1500000000000004,2.712320566177368,2.6655795574188232,0.6999785304069519,0.8230854868888855,0.18194162845611572,-1.0070997476577759,2.712320566177368,2.6655795574188232,0.6999785304069519,0.8230854868888855,0.18194162845611572,-1.0070997476577759
324,FRA,08KH007,2176.4,-120.957556568988,52.2439156850105,-1114.37,1.09851,0.73,0.11,0.12,0.01,0.01,0.0,0.02,0.0,0.0,0.72,0.11,0.12,0.01,0.01,0.0,0.02,0.0,0.01,0.69,0.16,0.11,0.0,0.01,0.0,0.02,0.0,0.01,12.290027,318.069622770948,1222.3588,1295.7362,2541.7573,774.52802,1295.7362,853.5,-3.9,7.9,515.1,208.5,270.8,3.2,0.6,1.0,0.0,1.19191849721954,1.48843285393807,10,,9,7.68588678344708,5.0,2.0,1.8733859062194824,1.613757610321045,0.9550607800483704,1.115149736404419,0.5596444606781006,-0.9019361138343811,1.8733859062194824,1.613757610321045,0.9550607800483704,1.115149736404419,0.5596444606781006,-0.9019361138343811
